"institution.name","collection","object_name","object_number","title","description","edition","creator","creator.role","production.place","production.date.start","production.date.start.prec","production.date.notes","production.date.end","production.date.end.prec","material","material.part","technique","technique.part","dimension.notes","dimension.part","dimension.value","dimension.unit","acquisition.date","acquisition.method","acquisition.place","exhibition","exhibition.date.start","exhibition.date.end","exhibition.venue.place","related_object.association","related_object.reference","related_object.title"
"Design Museum Gent","","ontwerptekening","1996-0013_2-2","Ontwerptekening theepot Bambou","Ontwerptekening voor de theepot Bambou. Centraal op de flank van de conische theekan is een half open vouwwaaier (sensu) voorgesteld. De banderol over de waaier biedt ruimte voor eventuele eigenaarsinitialen. Ze is omgeven door dauwbraamtakken met bloemen en rijpe vruchten. Zoals dat ook in botanische boeken vaak het geval was, zijn de diverse bloeistadia van de plant hier gelijktijdig afgebeeld. Functionele onderdelen als pootjes, greep, schenktuit en dekselknop imiteren bamboestengels. Het ontwerp is kleurrijk uitgewerkt in aquarel en gouache, wat een uitvoering in verguld zilver met niëllo en email kan doen vermoeden. Daarvan bestaat echter geen enkel tastbaar bewijs. Het Design museum Gent bezit het enige bekende theekannetje Bambou, uitgevoerd in monochroom zilver.","","Wolfers, Philippe","ontwerper","Brussel","1885","circa","[datering Ko Goubert 2013]","1890","circa","tekenpapier","geheel","tekenen","geheel","","tekening","21.6","cm","1997","schenking","Gent","","","","","","FH-0065","Bambou"
"Design Museum Gent","","ijslepel","2006-0105_05-11","IJslepel","IJslepel in een japonistische vormgeving met imitatie van twijgen en roggenhuid. De lepel is achteraan glad en verguld, net als de greep.","","Wolfers, Philippe","ontwerper","Brussel","1890","circa","datum ontwerp","1897","circa","zilver","geheel","metaalbewerken","","","geheel","11.4","cm","2007-06-25","aankoop","Gent","","","","","","",""
"Design Museum Gent","","vaas","1987-1293","Vaas met lelies","Hoge faience vaas met twee oren met een decor van lelies. De vaas heeft een bolle buik en een hoge smallere hals met aan weerszijden een langgerekt handvat. Op een witte ondergrond is een naturalistisch decor van lelies aangebracht. De schildering wordt toegeschreven aan Theodorus Verstraaten.
Bij Botterweg Auctions Amsterdam is in 2008 eenzelfde vaas met decor in spiegelbeeld geveild (nr. 163, 27 oktober 2008).
Het model bestond ook met andere decors. Zo bezit Museum De Lakenhal in Leiden eenzelfde vaas met een decor van ijsvogels (inv. 10575).","","Tegel- en Fayencefabriek Amphora","uitvoerder","Oegstgeest","1910","vermoedelijk","","","vermoedelijk","aardewerk","geheel","vormgevingstechniek","geheel","","geheel","39","cm","1987","legaat","Den Haag","Ravissante Revelaties","2014-04-26","2014-08-31","Gent","","",""
"Design Museum Gent","","siervaas","1458","Amfoor met gedraaid lijnenpatroon op staander","Koperen conische vaas in de vorm van een amfoor, gedecoreerd met afwisselend lichte en donker gepatineerde schuinlopende lijnen, op metalen staander bestaande uit vlakke ring met drie onderaan gekrulde en naar binnen toelopende poten. Onderaan gesigneerd ""JEAN DUNAND 1914"".","","Dunand, Jean","ontwerper","Parijs","1914","","datum uitvoering","","","koper","geheel","metaalbewerken","","","geheel","25.5","cm","1923","","","De Art Nouveau verzameling uit het Museum voor Sierkunst te Gent","1981","1981","Gent","","1460","Amfoor met recht lijnenpatroon op staander"
"Design Museum Gent","","siervaas","1460","Amfoor met recht lijnenpatroon op staander","Koperen conische vaas in de vorm van een amfoor, gedecoreerd met afwisselend donker gepatineerde en groen geoxideerde lijnen, op groen geoxideerde metalen staander bestaande uit vlakke ring met onderaan gekrulde poten. Onderaan gesigneerd ""JEAN DUNAND 1914"".","","Dunand, Jean","ontwerper","Parijs","1914","","datum uitvoering","","","koper","geheel","metaalbewerken","","","geheel","29.5","cm","1923","","","De Art Nouveau verzameling uit het Museum voor Sierkunst te Gent","1981","1981","Gent","","1458","Amfoor met gedraaid lijnenpatroon op staander"
"Design Museum Gent","","fluitglas","1981-0001_2-3","Champagneglas","Fluitglas voor champagne. Op de wanden van de glazen is een zweepslagmotief gegraveerd.
Léon Ledru ontwierp deze glazen voor Val-Saint-Lambert. Hij uitte zich hierin als een gelijkdenkende van Henry van de Velde, die zijn ontwerpen toejuichte.
Met dank aan prof. dr. Werner Adriaenssens, conservator Decoratieve Kunsten 20ste eeuw Koninklijke Musea voor Kunst en Geschiedenis Brussel, voor de informatie","","Ledru, Léon","ontwerper","Luik (stad)","1897","circa","dit object is gedateerd op basis van mededeling door Werner Adriaenssens","1898","circa","kristal (loodglas)","geheel","blazen (modelleren)","","","geheel","17.2","cm","1981-04","schenking","Brussel","","","","","","",""
"Design Museum Gent","","broodbord","1989-0078_016-103","Broodbord 28 A Seagull","Broodbord modelnummer 28 A behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","vloeiroller","1987-1127_2-2","Blotter","Gepatineerd bronzen blotter met vloeipapier, behorende tot een bureauset. Het handvat is asymmetrisch schuin over de blotter geplaatst. De enige versiering wordt gevormd door een licht uitwaaierend lijnenspel.","","Werner","uitvoerder","Oostenrijk","1900","circa","dit object is gedateerd op basis van stilistische kenmerken","","","brons","geheel","metaalbewerken","geheel","","geheel","7.2","cm","1987","legaat","Den Haag","Ravissante Revelaties","2014-04-26","2014-08-31","Gent","","",""
"Design Museum Gent","meubels","schrijfkist","1774","Schrijfkist in Louis XV-stijl","Deze schrijfkist heeft binnenin drie lades. De buitenkant is versierd met eenvoudige rococovormen. Schrijfkisten zoals deze konden makkelijk worden verplaatst en meegenomen zoals een hedendaagse laptop.  ","","onbekend","ontwerper","","1750","circa","datum uitvoering","1750","circa","eikenhout","geheel","","","","geheel","28","cm","","","","Het Bureau","2021-03-26","2021-09-12","Gent","","",""
"Design Museum Gent","","pepervat","1989-0078_101-103","Peperstrooier 52 B Seagull","Peperstrooier modelnummer 52 B behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","pepervat","vormgieten","","","geheel","9.3","cm","1990","aankoop","Gent","","","","","","",""
"Design Museum Gent","","ijslepel","2006-0105_11-11","IJslepel","IJslepel in een japonistische vormgeving met imitatie van twijgen en roggenhuid. De lepel is achteraan glad en verguld, net als de greep.","","Wolfers, Philippe","ontwerper","Brussel","1890","circa","datum ontwerp","1897","circa","zilver","geheel","metaalbewerken","","","geheel","11.4","cm","2007-06-25","aankoop","Gent","","","","","","",""
"Design Museum Gent","","koffie- en theeservies","FH-0094_0-3","Theeservies","Eénpersoons theeservies bestaande uit waterketel, theepot en melkkan in verzilverd metaal, ontworpen door Christopher Dresser en uitgevoerd door Hukin & Heath. Op de buik staat een wapenschildje. Het hengsel van de waterketel is omwonden met riet.
Een uitgebreidere versie van dit servies in zilver figureerde op de tentoonstelling 'Henry van de Velde. Passie. Functie. Schoonheid', Koninklijke Musea voor Kunst en Geschiedenis, Brussel, 13/09/2013 - 12/01/2013.","","Dresser, Christopher","ontwerper","Londen","1879-10-18","","datum ontwerp [adhv registratiemerken]","1879-10-18","","tinwerk","geheel","smeden (metaalvorming)","geheel","","","","","2006-05-24","aankoop","München","Collectie in progress","2016-05-18","2018-04-02","Gent","","",""
"Design Museum Gent","huishoudelijke apparaten","wasmachine","2004-0018","Nova Miniwash","De 'Nova Miniwash' is een compacte wasmachine van Nova. Het werd gebruikt voor kleine wasbeurten, waarvoor het niet de moete was om een heel wasprogramma te draaien. In een korte tijdspanne kon men zo een beperkt aantal kledingstuks wassen. De miniwash bestaat volledig uit kunststof en kon ook in de badkuip of wasbak geplaatst worden en nam daardoor weinig plaats in in huis. Vaak werd het gebruikt als tweede toestel. Dit toestel werd aangekocht bij Calor en onder het merk Nova verkocht. Het toestel bleek een populaire wasmachine om kleine hoeveelheden was in een korte tijdsperiode te wassen. Hierop ontwikkelde Nova zijn latere modellen miniwash met trommel, die ze ook zelf produceerden en niet meer aankochten.","","Calor","uitvoerder","","1972","circa","datum uitvoering","1980","circa","polypropylene (pp)","constructie","","","","geheel","45.5","cm","2004-01","schenking","Eke","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wasmachine","2004-0019","Nova Miniwash super 2000","Witte wasmachine Miniwash van Belgische producent Nova, met donkerbruin deksel. Bij de wasmachine hoort een kunststoffen slang voor de afvoer van het water. De metalen kapstok hoort oorspronkelijk niet bij de wasmachine.","","Nova","uitvoerder","Tongeren","1975","circa","datum uitvoering","1980","circa","polypropylene (pp)","deksel","","","","geheel","51.5","cm","2004-01","schenking","Eke","","","","","","",""
"Design Museum Gent","jaren 1970","thermoskan","2006-0008","Thermoskan uit de reeks 'EM77'","In 1975 gaf Stelton aan Erik Magnussen de opdracht om een thermoskan te ontwerpen. De producent, bekend om de Cylinda Line van Arne Jacobsen, wilde daarmee zijn cilindrische, stalen tafellijn uitbreiden. De thermoskan werd aanvankelijk in staal gemaakt, maar Magnussen hield in zijn ontwerp al rekening met een latere dikkere behuizing in kunststof door de diameter van het deksel lichtjes te vergroten. Kunststof maakte het product betaalbaarder en leverde bovendien een zachter oppervlak op. Het deksel met kantelsluiting is geïnspireerd op een instrument met cardanische ophanging, dat Magnussen tijdens een zeiltocht bestudeerde. Het succesvolle ontwerp won de Deense Industrial Design Prize in 1977.","","Magnussen, Erik","ontwerper","Denemarken","1977","","datum ontwerp","1977","","acrylonitrile-butadiene-styrene plastic (pp)","behuizing","","","","geheel","30","cm","2006-10","schenking","Brussel","","","","","","2007-0058_0-2","Melkkan en suikerpot uit de reeks 'EM77'"
"Design Museum Gent","jaren 1970","koffiekop","1989-0078_075-103","Seagull 102","Deze koffiekop behoort tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Hallin, Frederik August","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","geheel","","geheel","6.4","cm","1990-02-14","aankoop","Gent","","","","","","",""
"Design Museum Gent","jaren 1960","zetel","2002-0032","Molar Settee","Wendell Castle, een belangrijke figuur binnen de Art Furniture beweging, werkte vooral met hout. Na enkele experimenten met gelakt hout ging hij op het einde van de jaren 1960 aan de slag met plastic. Terwijl de nadruk bij hout vooral lag op het materiaal zelf, primeerde bij plastic de vrije vorm. In 1969 ontwierp Castle Molar, een reeks meubelen met afgeronde vormen in glasvezelversterkte polyester. Naast deze tweepersoonszetel omvat Molar onder meer een stoel, een kinderstoel, een loungezetel, een eettafel en een salontafel. Na 1973 koos Castle opnieuw resoluut voor hout.","","Castle, Wendell","ontwerper","New York","1969","","datum ontwerp","1969","","glasvezel","geheel","","","","geheel","66","cm","2002-01-22","aankoop","Hemelveerdegem","10 jaar Muller Van Severen: In dialoog met de collectie","2021-10-09","2022-03-06","Gent","","",""
"Design Museum Gent","jaren 1960","koffiekop","1989-0078_078-103","Seagull 102","Deze koffiekop behoort tot het servies 'Seagull' met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Hallin, Frederik August","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","geheel","","geheel","6.3","cm","1990-02-14","aankoop","Gent","","","","","","",""
"Design Museum Gent","","schoteltje","1989-0078_006-103","Schoteltje 102 Seagull","Schoteltje modelnummer 102 behorende tot het servies Seagull met gouden randjes. De serviesonderdelen zijn klassiek van vorm, maar het decor sluit aan bij een nieuw thema dat de art nouveau aanboorde, met name de natuur. Op een dégradé blauwe achtergrond zweeft een zeemeeuw door het luchtruim, zeepaardjes fungeren als handvatten van schalen en kommen. Het model van het servies - met schubbenmotief in reliëf - dateert uit de jaren 1880 en is van August Hallin. Het decor met de zeemeeuw is van de hand van Fanny Garde en dateert van 1895. Vanaf de jaren 1950 was het servies in één op tien Deense huishoudens te vinden, waardoor het werd bestempeld als het 'nationale Deense servies'. Er bestaat ook een versie zonder gouden randje.","","Garde, Fanny","ontwerper","Kopenhagen","1895","","datum ontwerp","","","porselein","geheel","vormgieten","","","geheel","2.3","cm","1990","aankoop","Gent","","","","","","",""
